Segment	Protein Name	Sequence Accession	Complete Genome	Segment Length	Subtype	Collection Date	Host Species	Country	State/Province	Flu Season	Strain Name	Curation Report	
8	NS1,NS2	MG830993	Yes	865	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
6	NA	MG974303	Yes	1441	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
7	M1,M2	MG974305	Yes	1002	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
8	NS1,NS2	MG974307	Yes	865	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
5	NP	MG974309	Yes	1542	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
6	NA	CY260608	Yes	1441	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
8	NS1,NS2	CY260610	Yes	865	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
1	PB2	CY260603	Yes	2316	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
4	HA	MG974308	Yes	1737	H3N2	10/30/2017	IRD:Human	USA	Florida	17-18	A/Florida/82/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266049	Yes	2208	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
6	NA	CY266052	Yes	1441	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
1	PB2	CY266055	Yes	2316	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266057	Yes	2208	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
6	NA	CY266060	Yes	1441	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
7	M1,M2	CY266053	Yes	1002	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
8	NS1,NS2	CY266054	Yes	865	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266056	Yes	2316	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
4	HA	CY266058	Yes	1737	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
5	NP	CY266059	Yes	1542	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
7	M1,M2	CY266061	Yes	1002	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
8	NS1,NS2	CY266062	Yes	865	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
1	PB2	CY266047	Yes	2316	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266048	Yes	2316	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
4	HA	CY266050	Yes	1737	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
5	NP	CY266051	Yes	1542	H3N2	10/23/2017	IRD:Human	USA	Florida	17-18	A/Florida/84/2017	Pass	
1	PB2	CY266063	Yes	2316	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
8	NS1,NS2	CY266078	Yes	865	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
6	NA	CY266068	Yes	1441	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
8	NS1,NS2	CY266070	Yes	865	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
4	HA	CY266074	Yes	1737	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
7	M1,M2	CY266077	Yes	1002	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266064	Yes	2316	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266065	Yes	2208	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
5	NP	CY266067	Yes	1542	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
7	M1,M2	CY266069	Yes	1002	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
1	PB2	CY266071	Yes	2316	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266072	Yes	2316	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266073	Yes	2208	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
5	NP	CY266075	Yes	1542	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
6	NA	CY266076	Yes	1441	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
4	HA	CY266066	Yes	1737	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/85/2017	Pass	
1	PB2	CY266095	Yes	2316	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
6	NA	CY266108	Yes	1441	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
5	NP	CY266099	Yes	1541	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
7	M1,M2	CY266101	Yes	1002	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266104	Yes	2316	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
4	HA	CY266106	Yes	1737	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
7	M1,M2	CY266109	Yes	1002	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
1	PB2	CY266103	Yes	2316	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266105	Yes	2209	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266096	Yes	2316	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
4	HA	CY266098	Yes	1737	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
6	NA	CY266100	Yes	1441	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
8	NS1,NS2	CY266102	Yes	865	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
8	NS1,NS2	CY266110	Yes	865	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
5	NP	CY266107	Yes	1541	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266097	Yes	2209	H3N2	10/24/2017	IRD:Human	USA	Florida	17-18	A/Florida/86/2017	Pass	
1	PB2	CY266079	Yes	2316	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
8	NS1,NS2	CY266094	Yes	865	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
5	NP	CY266083	Yes	1542	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
8	NS1,NS2	CY266086	Yes	865	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266088	Yes	2316	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
4	HA	CY266090	Yes	1737	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
7	M1,M2	CY266093	Yes	1002	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
6	NA	CY266084	Yes	1441	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
7	M1,M2	CY266085	Yes	1002	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
1	PB2	CY266087	Yes	2316	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266089	Yes	2209	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
5	NP	CY266091	Yes	1542	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
6	NA	CY266092	Yes	1441	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266080	Yes	2316	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
4	HA	CY266082	Yes	1737	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266081	Yes	2209	H3N2	10/25/2017	IRD:Human	USA	Florida	17-18	A/Florida/87/2017	Pass	
6	NA	CY266140	Yes	1441	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
8	NS1,NS2	CY266142	Yes	865	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
1	PB2	CY266127	Yes	2316	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
5	NP	CY266131	Yes	1542	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
8	NS1,NS2	CY266134	Yes	865	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266136	Yes	2316	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
5	NP	CY266139	Yes	1542	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
7	M1,M2	CY266141	Yes	1002	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266129	Yes	2208	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
4	HA	CY266130	Yes	1737	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
6	NA	CY266132	Yes	1441	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
7	M1,M2	CY266133	Yes	1002	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
1	PB2	CY266135	Yes	2316	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266137	Yes	2208	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
4	HA	CY266138	Yes	1737	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266128	Yes	2316	H3N2	11/08/2017	IRD:Human	USA	Florida	17-18	A/Florida/88/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266144	Yes	2316	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
8	NS1,NS2	CY266158	Yes	865	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
6	NA	CY266148	Yes	1441	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
1	PB2	CY266143	Yes	2316	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266145	Yes	2204	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
5	NP	CY266147	Yes	1542	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
7	M1,M2	CY266149	Yes	1002	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
1	PB2	CY266151	Yes	2316	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266153	Yes	2208	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
5	NP	CY266155	Yes	1542	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
7	M1,M2	CY266157	Yes	1002	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
8	NS1,NS2	CY266150	Yes	865	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266152	Yes	2316	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
4	HA	CY266154	Yes	1737	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
6	NA	CY266156	Yes	1441	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
4	HA	CY266146	Yes	1737	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/89/2017	Pass	
6	NA	CY266172	Yes	1441	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
8	NS1,NS2	CY266174	Yes	865	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266168	Yes	2316	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
8	NS1,NS2	CY266166	Yes	865	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
6	NA	CY266164	Yes	1441	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
5	NP	CY266163	Yes	1542	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266161	Yes	2208	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
7	M1,M2	CY266173	Yes	1002	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
5	NP	CY266171	Yes	1542	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
4	HA	CY266170	Yes	1737	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
1	PB2	CY266159	Yes	2316	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266169	Yes	2208	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
1	PB2	CY266167	Yes	2316	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
7	M1,M2	CY266165	Yes	1002	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
4	HA	CY266162	Yes	1737	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266160	Yes	2316	H3N2	11/09/2017	IRD:Human	USA	Florida	17-18	A/Florida/90/2017	Pass	
4	HA	CY261041	Yes	1737	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/91/2017	Pass	
6	NA	CY261043	Yes	1441	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/91/2017	Pass	
8	NS1,NS2	CY261045	Yes	865	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/91/2017	Pass	
5	NP	CY261042	Yes	1542	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/91/2017	Pass	
1	PB2	CY261038	Yes	2316	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/91/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY261039	Yes	2316	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/91/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY261040	Yes	2208	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/91/2017	Pass	
7	M1,M2	CY261044	Yes	1002	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/91/2017	Pass	
7	M1,M2	CY261052	Yes	1002	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/92/2017	Pass	
5	NP	CY261050	Yes	1542	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/92/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY261047	Yes	2316	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/92/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY261048	Yes	2208	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/92/2017	Pass	
1	PB2	CY261046	Yes	2316	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/92/2017	Pass	
4	HA	CY261049	Yes	1737	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/92/2017	Pass	
6	NA	CY261051	Yes	1441	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/92/2017	Pass	
8	NS1,NS2	CY261053	Yes	865	H3N2	11/12/2017	IRD:Human	USA	Florida	17-18	A/Florida/92/2017	Pass	
7	M1,M2	CY266181	Yes	1002	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266176	Yes	2316	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
5	NP	CY266179	Yes	1542	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266177	Yes	2208	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
1	PB2	CY266175	Yes	2316	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
4	HA	CY266186	Yes	1737	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
6	NA	CY266188	Yes	1441	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
7	M1,M2	CY266189	Yes	1002	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
5	NP	CY266187	Yes	1542	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY266185	Yes	2208	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
1	PB2	CY266183	Yes	2316	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
8	NS1,NS2	CY266182	Yes	865	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY266184	Yes	2316	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
8	NS1,NS2	CY266190	Yes	865	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
4	HA	CY266178	Yes	1737	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
6	NA	CY266180	Yes	1441	H3N2	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/93/2017	Pass	
7	M1,M2	MG978543	Yes	1002	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
8	NS1,NS2	MG978545	Yes	865	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
4	HA	MG978547	Yes	1752	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
1	PB2	CY262006	Yes	2316	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	CY262008	Yes	2208	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
5	NP	CY262010	Yes	1540	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
7	M1,M2	CY262012	Yes	1002	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+41)	MG978542	Yes	2208	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
2	PB1,PB1-N40	MG978544	Yes	2316	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
1	PB2	MG978546	Yes	2316	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
5	NP	MG978548	Yes	1540	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
8	NS1,NS2	CY262013	Yes	865	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
2	PB1,PB1-N40	CY262007	Yes	2316	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
4	HA	CY262009	Yes	1752	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
6	NA	CY262011	Yes	1433	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
6	NA	MG978541	Yes	1433	H1N1	11/13/2017	IRD:Human	USA	Florida	17-18	A/Florida/94/2017	Pass	
1	PB2	CY261412	Yes	2316	H3N2	11/18/2017	IRD:Human	USA	Florida	17-18	A/Florida/95/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY261413	Yes	2316	H3N2	11/18/2017	IRD:Human	USA	Florida	17-18	A/Florida/95/2017	Pass	
4	HA	CY261415	Yes	1737	H3N2	11/18/2017	IRD:Human	USA	Florida	17-18	A/Florida/95/2017	Pass	
6	NA	CY261417	Yes	1441	H3N2	11/18/2017	IRD:Human	USA	Florida	17-18	A/Florida/95/2017	Pass	
7	M1,M2	CY261418	Yes	1002	H3N2	11/18/2017	IRD:Human	USA	Florida	17-18	A/Florida/95/2017	Pass	
5	NP	CY261416	Yes	1541	H3N2	11/18/2017	IRD:Human	USA	Florida	17-18	A/Florida/95/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY261414	Yes	2208	H3N2	11/18/2017	IRD:Human	USA	Florida	17-18	A/Florida/95/2017	Pass	
8	NS1,NS2	CY261419	Yes	865	H3N2	11/18/2017	IRD:Human	USA	Florida	17-18	A/Florida/95/2017	Pass	
4	HA	CY261423	Yes	1737	H3N2	11/19/2017	IRD:Human	USA	Florida	17-18	A/Florida/96/2017	Pass	
6	NA	CY261425	Yes	1441	H3N2	11/19/2017	IRD:Human	USA	Florida	17-18	A/Florida/96/2017	Pass	
7	M1,M2	CY261426	Yes	1002	H3N2	11/19/2017	IRD:Human	USA	Florida	17-18	A/Florida/96/2017	Pass	
1	PB2	CY261420	Yes	2316	H3N2	11/19/2017	IRD:Human	USA	Florida	17-18	A/Florida/96/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY261422	Yes	2208	H3N2	11/19/2017	IRD:Human	USA	Florida	17-18	A/Florida/96/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY261421	Yes	2316	H3N2	11/19/2017	IRD:Human	USA	Florida	17-18	A/Florida/96/2017	Pass	
8	NS1,NS2	CY261427	Yes	865	H3N2	11/19/2017	IRD:Human	USA	Florida	17-18	A/Florida/96/2017	Pass	
5	NP	CY261424	Yes	1541	H3N2	11/19/2017	IRD:Human	USA	Florida	17-18	A/Florida/96/2017	Pass	
1	PB2	CY264358	Yes	2316	H3N2	11/29/2017	IRD:Human	USA	Florida	17-18	A/Florida/97/2017	Pass	
8	NS1,NS2	CY264365	Yes	865	H3N2	11/29/2017	IRD:Human	USA	Florida	17-18	A/Florida/97/2017	Pass	
6	NA	CY264363	Yes	1441	H3N2	11/29/2017	IRD:Human	USA	Florida	17-18	A/Florida/97/2017	Pass	
7	M1,M2	CY264364	Yes	1002	H3N2	11/29/2017	IRD:Human	USA	Florida	17-18	A/Florida/97/2017	Pass	
4	HA	CY264361	Yes	1737	H3N2	11/29/2017	IRD:Human	USA	Florida	17-18	A/Florida/97/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY264360	Yes	2209	H3N2	11/29/2017	IRD:Human	USA	Florida	17-18	A/Florida/97/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY264359	Yes	2316	H3N2	11/29/2017	IRD:Human	USA	Florida	17-18	A/Florida/97/2017	Pass	
5	NP	CY264362	Yes	1542	H3N2	11/29/2017	IRD:Human	USA	Florida	17-18	A/Florida/97/2017	Pass	
8	NS1,NS2	CY264373	Yes	865	H3N2	12/01/2017	IRD:Human	USA	Florida	17-18	A/Florida/98/2017	Pass	
6	NA	CY264371	Yes	1441	H3N2	12/01/2017	IRD:Human	USA	Florida	17-18	A/Florida/98/2017	Pass	
3	PA,PA-N155,PA-N182,PA-X protein(+61)	CY264368	Yes	2209	H3N2	12/01/2017	IRD:Human	USA	Florida	17-18	A/Florida/98/2017	Pass	
2	PB1,PB1-F2,PB1-N40	CY264367	Yes	2316	H3N2	12/01/2017	IRD:Human	USA	Florida	17-18	A/Florida/98/2017	Pass	
4	HA	CY264369	Yes	1737	H3N2	12/01/2017	IRD:Human	USA	Florida	17-18	A/Florida/98/2017	Pass	
1	PB2	CY264366	Yes	2316	H3N2	12/01/2017	IRD:Human	USA	Florida	17-18	A/Florida/98/2017	Pass	
5	NP	CY264370	Yes	1542	H3N2	12/01/2017	IRD:Human	USA	Florida	17-18	A/Florida/98/2017	Pass	
7	M1,M2	CY264372	Yes	1002	H3N2	12/01/2017	IRD:Human	USA	Florida	17-18	A/Florida/98/2017	Pass	
4	HA	MH083480	Yes	1752	H1N1	12/03/2017	IRD:Human	USA	Florida	17-18	A/Florida/99/2017	Pass	
8	-N/A-,-N/A-	MH083478	Yes	865	H1N1	12/03/2017	IRD:Human	USA	Florida	17-18	A/Florida/99/2017	Pass	
